2022-09-07+02:00 20:25:16
SRC_ADDR                  | DST_ADDR                  | SRC_PORT        | DST_PORT        | TOTAL_BYTES     | START_TIMESTAMP                | END_TIMESTAMP                  | PROTOCOL  
10.0.2.15                 | 142.250.184.34            | 49766           | 443             | 1636            | 1662574625.562312              | 1662574743.434972              | TCP                            
10.0.2.15                 | 192.168.1.1               | 58770           | 53              | 103             | 1662574743.127591              | 1662574743.127591              | UDP                            
10.0.2.15                 | 192.168.1.1               | 33626           | 53              | 113             | 1662574751.098307              | 1662574751.098307              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 33626           | 113             | 1662574751.103738              | 1662574751.103738              | UDP                            
10.0.2.15                 | 192.168.1.1               | 60187           | 53              | 108             | 1662574762.808445              | 1662574762.808445              | UDP                            
10.0.2.15                 | 192.168.1.1               | 52701           | 53              | 86              | 1662574621.240523              | 1662574621.240523              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 41378           | 307             | 1662574616.317981              | 1662574616.317981              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 38300           | 116             | 1662574763.367530              | 1662574763.367530              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 46714           | 94              | 1662574615.467303              | 1662574615.467303              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 52260           | 135             | 1662574622.378378              | 1662574622.378378              | UDP                            
10.0.2.15                 | 216.58.209.36             | 50286           | 443             | 34680           | 1662574621.114935              | 1662574646.071527              | UDP                            
31.13.86.4                | 10.0.2.15                 | 443             | 46282           | 4556            | 1662574637.157485              | 1662574637.933601              | TCP                            
10.0.2.15                 | 185.199.109.133           | 53440           | 443             | 2700            | 1662574616.463237              | 1662574760.510421              | TCP                            
10.0.2.15                 | 192.168.1.1               | 37985           | 53              | 116             | 1662574772.585545              | 1662574772.585545              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 47368           | 132             | 1662574635.650626              | 1662574635.650626              | UDP                            
10.0.2.15                 | 20.189.173.14             | 54708           | 443             | 4580            | 1662574727.237361              | 1662574728.059065              | TCP                            
20.189.173.14             | 10.0.2.15                 | 443             | 54710           | 6337            | 1662574731.539898              | 1662574732.118714              | TCP                            
10.0.2.15                 | 192.168.1.1               | 38068           | 53              | 101             | 1662574616.224264              | 1662574616.224264              | UDP                            
140.82.121.6              | 10.0.2.15                 | 443             | 49968           | 8952            | 1662574621.967682              | 1662574770.495166              | TCP                            
10.0.2.15                 | 20.189.173.14             | 54716           | 443             | 10278           | 1662574751.108542              | 1662574751.992892              | TCP                            
192.168.1.1               | 10.0.2.15                 | 53              | 57252           | 106             | 1662574682.013507              | 1662574682.013507              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 56747           | 94              | 1662574646.943665              | 1662574646.943665              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 41019           | 144             | 1662574635.655013              | 1662574635.655013              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 38788           | 129             | 1662574724.994589              | 1662574724.994589              | UDP                            
10.0.2.15                 | 192.168.1.1               | 55274           | 53              | 94              | 1662574643.051001              | 1662574643.051001              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 42435           | 94              | 1662574619.105556              | 1662574619.105556              | UDP                            
10.0.2.15                 | 192.168.1.1               | 56103           | 53              | 94              | 1662574643.041021              | 1662574643.041021              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 51030           | 116             | 1662574772.597641              | 1662574772.597641              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 57082           | 113             | 1662574616.885349              | 1662574616.885349              | UDP                            
31.13.86.36               | 10.0.2.15                 | 443             | 57160           | 5006            | 1662574718.499842              | 1662574719.185448              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 56103           | 94              | 1662574643.045040              | 1662574643.045040              | UDP                            
10.0.2.15                 | 192.168.1.1               | 38300           | 53              | 116             | 1662574763.364534              | 1662574763.364534              | UDP                            
10.0.2.15                 | 35.232.111.17             | 59814           | 80              | 377             | 1662574614.099259              | 1662574614.394358              | TCP                            
10.0.2.15                 | 31.13.86.4                | 46284           | 443             | 1460            | 1662574637.140085              | 1662574637.483429              | TCP                            
10.0.2.15                 | 192.168.1.1               | 35436           | 53              | 114             | 1662574621.813234              | 1662574621.813234              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 35246           | 94              | 1662574642.996381              | 1662574642.996381              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 41980           | 147             | 1662574622.379148              | 1662574622.379148              | UDP                            
10.0.2.15                 | 192.168.1.1               | 37353           | 53              | 94              | 1662574615.197515              | 1662574615.197515              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 45311           | 94              | 1662574643.011389              | 1662574643.011389              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 50309           | 113             | 1662574747.456089              | 1662574747.456089              | UDP                            
10.0.2.15                 | 192.168.1.1               | 42459           | 53              | 86              | 1662574619.389191              | 1662574619.389191              | UDP                            
35.232.111.17             | 10.0.2.15                 | 80              | 59814           | 442             | 1662574614.231317              | 1662574614.395005              | TCP                            
10.0.2.15                 | 192.168.1.1               | 53325           | 53              | 89              | 1662574635.724676              | 1662574635.724676              | UDP                            
10.0.2.15                 | 192.168.1.1               | 38959           | 53              | 94              | 1662574646.821591              | 1662574646.821591              | UDP                            
216.58.209.36             | 10.0.2.15                 | 443             | 50286           | 530268          | 1662574621.128755              | 1662574646.084507              | UDP                            
10.0.2.15                 | 31.13.86.4                | 46282           | 443             | 1729            | 1662574637.131288              | 1662574637.933273              | TCP                            
10.0.2.15                 | 192.168.1.1               | 37098           | 53              | 94              | 1662574615.354869              | 1662574615.354869              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 55508           | 99              | 1662574621.128441              | 1662574621.128441              | UDP                            
10.0.2.15                 | 192.168.1.1               | 53929           | 53              | 94              | 1662574646.878939              | 1662574646.878939              | UDP                            
10.0.2.15                 | 192.168.1.1               | 57252           | 53              | 106             | 1662574682.006978              | 1662574682.006978              | UDP                            
10.0.2.15                 | 192.168.1.1               | 37549           | 53              | 81              | 1662574617.630551              | 1662574617.630551              | UDP                            
142.250.184.34            | 10.0.2.15                 | 443             | 49766           | 5760            | 1662574625.654261              | 1662574743.434917              | TCP                            
10.0.2.15                 | 192.168.1.1               | 55202           | 53              | 94              | 1662574645.215033              | 1662574645.215033              | UDP                            
10.0.2.15                 | 192.168.1.1               | 46714           | 53              | 94              | 1662574615.462663              | 1662574615.462663              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 34055           | 93              | 1662574621.122169              | 1662574621.122169              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 40699           | 152             | 1662574621.150917              | 1662574621.150917              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 34362           | 114             | 1662574635.478468              | 1662574635.478468              | UDP                            
10.0.2.15                 | 192.168.1.1               | 44184           | 53              | 93              | 1662574634.571663              | 1662574634.571663              | UDP                            
10.0.2.15                 | 192.168.1.1               | 50052           | 53              | 94              | 1662574642.815950              | 1662574642.815950              | UDP                            
10.0.2.15                 | 142.250.184.67            | 40592           | 80              | 1894            | 1662574622.403150              | 1662574739.178544              | TCP                            
192.168.1.1               | 10.0.2.15                 | 53              | 54887           | 279             | 1662574621.108760              | 1662574621.108760              | UDP                            
10.0.2.15                 | 192.168.1.1               | 58433           | 53              | 81              | 1662574613.727906              | 1662574613.727906              | UDP                            
140.82.112.26             | 10.0.2.15                 | 443             | 41534           | 4794            | 1662574619.564133              | 1662574642.337675              | TCP                            
142.250.184.35            | 10.0.2.15                 | 443             | 60668           | 5751            | 1662574622.375316              | 1662574740.724999              | TCP                            
192.168.1.1               | 10.0.2.15                 | 53              | 47507           | 130             | 1662574631.920088              | 1662574631.920088              | UDP                            
10.0.2.15                 | 192.168.1.1               | 41963           | 53              | 94              | 1662574642.794678              | 1662574642.794678              | UDP                            
10.0.2.15                 | 108.138.199.18            | 48674           | 443             | 12867           | 1662574589.064287              | 1662574764.443884              | TCP                            
192.168.1.1               | 10.0.2.15                 | 53              | 55058           | 86              | 1662574619.107238              | 1662574619.107238              | UDP                            
10.0.2.15                 | 192.168.1.1               | 46768           | 53              | 103             | 1662574710.207077              | 1662574710.207077              | UDP                            
10.0.2.15                 | 192.168.1.1               | 58658           | 53              | 98              | 1662574625.455812              | 1662574625.455812              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 51750           | 126             | 1662574643.474821              | 1662574643.474821              | UDP                            
10.0.2.15                 | 192.168.1.1               | 39004           | 53              | 94              | 1662574646.848808              | 1662574646.848808              | UDP                            
10.0.2.15                 | 20.189.173.14             | 54714           | 443             | 4619            | 1662574747.460679              | 1662574748.375884              | TCP                            
192.168.1.1               | 10.0.2.15                 | 53              | 41912           | 183             | 1662574763.363692              | 1662574763.363692              | UDP                            
104.208.16.90             | 10.0.2.15                 | 443             | 47088           | 6575            | 1662574772.753818              | 1662574773.398251              | TCP                            
192.168.1.1               | 10.0.2.15                 | 53              | 60083           | 206             | 1662574621.128792              | 1662574621.128792              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 46957           | 123             | 1662574623.664659              | 1662574623.664659              | UDP                            
10.0.2.15                 | 192.168.1.1               | 55138           | 53              | 94              | 1662574642.957404              | 1662574642.957404              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 47989           | 142             | 1662574589.063266              | 1662574589.063266              | UDP                            
10.0.2.15                 | 192.168.1.1               | 60021           | 53              | 113             | 1662574743.359296              | 1662574743.359296              | UDP                            
10.0.2.15                 | 192.168.1.1               | 45311           | 53              | 94              | 1662574643.001755              | 1662574643.001755              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 37027           | 94              | 1662574615.147966              | 1662574615.147966              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 59241           | 183             | 1662574621.108771              | 1662574621.108771              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 57112           | 81              | 1662574641.059379              | 1662574641.059379              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 41963           | 94              | 1662574642.796915              | 1662574642.796915              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 56143           | 94              | 1662574642.899224              | 1662574642.899224              | UDP                            
31.13.86.4                | 10.0.2.15                 | 443             | 41094           | 19820           | 1662574637.856303              | 1662574638.784459              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 43963           | 180             | 1662574681.741211              | 1662574681.741211              | UDP                            
10.0.2.15                 | 140.82.112.26             | 41534           | 443             | 3539            | 1662574619.391685              | 1662574642.337688              | TCP                            
10.0.2.15                 | 192.168.1.1               | 37679           | 53              | 94              | 1662574615.343510              | 1662574615.343510              | UDP                            
216.58.209.36             | 10.0.2.15                 | 443             | 53285           | 14708           | 1662574616.964229              | 1662574619.922991              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 53589           | 122             | 1662574619.114509              | 1662574619.114509              | UDP                            
10.0.2.15                 | 142.250.184.35            | 60668           | 443             | 1582            | 1662574622.353993              | 1662574740.725085              | TCP                            
20.189.173.14             | 10.0.2.15                 | 443             | 54702           | 6577            | 1662574710.530399              | 1662574711.114697              | TCP                            
31.13.86.4                | 10.0.2.15                 | 443             | 46284           | 4427            | 1662574637.157696              | 1662574637.483954              | TCP                            
10.0.2.15                 | 192.168.1.1               | 44092           | 53              | 94              | 1662574615.437630              | 1662574615.437630              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 60021           | 113             | 1662574743.363155              | 1662574743.363155              | UDP                            
10.0.2.15                 | 20.189.173.14             | 54712           | 443             | 10278           | 1662574743.363653              | 1662574744.465301              | TCP                            
192.168.1.1               | 10.0.2.15                 | 53              | 40081           | 94              | 1662574615.433698              | 1662574615.433698              | UDP                            
10.0.2.15                 | 192.168.1.1               | 44173           | 53              | 90              | 1662574636.389936              | 1662574636.389936              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 55858           | 94              | 1662574642.813649              | 1662574642.813649              | UDP                            
10.0.2.15                 | 192.168.1.1               | 51680           | 53              | 94              | 1662574642.827349              | 1662574642.827349              | UDP                            
10.0.2.15                 | 192.168.1.1               | 41912           | 53              | 108             | 1662574762.807271              | 1662574762.807271              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 35524           | 169             | 1662574621.949995              | 1662574621.949995              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 60352           | 323             | 1662574684.021210              | 1662574684.021210              | UDP                            
104.208.16.90             | 10.0.2.15                 | 443             | 47084           | 6336            | 1662574763.525345              | 1662574764.045546              | TCP                            
10.0.2.15                 | 192.168.1.1               | 55821           | 53              | 86              | 1662574621.240774              | 1662574621.240774              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 42148           | 113             | 1662574724.983703              | 1662574724.983703              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 44362           | 102             | 1662574619.113791              | 1662574619.113791              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 59084           | 116             | 1662574776.665307              | 1662574776.665307              | UDP                            
10.0.2.15                 | 104.208.16.90             | 47092           | 443             | 4620            | 1662574776.668239              | 1662574777.374596              | TCP                            
10.0.2.15                 | 140.82.121.4              | 56304           | 443             | 10631           | 1662574613.787800              | 1662574766.483129              | TCP                            
192.168.1.1               | 10.0.2.15                 | 53              | 47491           | 94              | 1662574615.304329              | 1662574615.304329              | UDP                            
31.13.86.36               | 10.0.2.15                 | 443             | 41290           | 60              | 1662574635.593124              | 1662574635.593124              | TCP                            
192.168.1.1               | 10.0.2.15                 | 53              | 57364           | 101             | 1662574616.879321              | 1662574616.879321              | UDP                            
31.13.86.4                | 10.0.2.15                 | 443             | 46274           | 3777            | 1662574636.819065              | 1662574637.058414              | TCP                            
10.0.2.15                 | 192.168.1.1               | 37524           | 53              | 85              | 1662574621.924375              | 1662574621.924375              | UDP                            
10.0.2.15                 | 192.168.1.1               | 58747           | 53              | 91              | 1662574625.130826              | 1662574625.130826              | UDP                            
10.0.2.15                 | 31.13.86.4                | 46280           | 443             | 236             | 1662574636.814298              | 1662574637.054344              | TCP                            
192.168.1.1               | 10.0.2.15                 | 53              | 58658           | 126             | 1662574625.483390              | 1662574625.483390              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 40446           | 112             | 1662574621.150926              | 1662574621.150926              | UDP                            
10.0.2.15                 | 192.168.1.1               | 53824           | 53              | 81              | 1662574613.727605              | 1662574613.727605              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 38909           | 255             | 1662574621.108754              | 1662574621.108754              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 39345           | 94              | 1662574642.802684              | 1662574642.802684              | UDP                            
10.0.2.15                 | 192.168.1.1               | 54793           | 53              | 86              | 1662574647.446361              | 1662574647.446361              | UDP                            
10.0.2.15                 | 192.168.1.1               | 38788           | 53              | 113             | 1662574724.975753              | 1662574724.975753              | UDP                            
10.0.2.15                 | 31.13.86.36               | 41290           | 443             | 128             | 1662574635.562914              | 1662574635.593223              | TCP                            
10.0.2.15                 | 192.168.1.1               | 58075           | 53              | 113             | 1662574758.147043              | 1662574758.147043              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 35954           | 113             | 1662574710.328576              | 1662574710.328576              | UDP                            
10.0.2.15                 | 31.13.86.4                | 46272           | 443             | 915             | 1662574636.799152              | 1662574637.054660              | TCP                            
10.0.2.15                 | 192.168.1.1               | 59084           | 53              | 116             | 1662574776.644357              | 1662574776.644357              | UDP                            
10.0.2.15                 | 140.82.114.21             | 60274           | 443             | 4775            | 1662574619.756450              | 1662574764.575576              | TCP                            
10.0.2.15                 | 192.168.1.1               | 38909           | 53              | 98              | 1662574621.089690              | 1662574621.089690              | UDP                            
31.13.86.36               | 10.0.2.15                 | 443             | 56672           | 34793           | 1662574636.363667              | 1662574668.463056              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 59307           | 81              | 1662574619.106437              | 1662574619.106437              | UDP                            
10.0.2.15                 | 192.168.1.1               | 42435           | 53              | 94              | 1662574618.690222              | 1662574618.690222              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 37524           | 101             | 1662574621.945984              | 1662574621.945984              | UDP                            
142.250.184.35            | 10.0.2.15                 | 443             | 56675           | 83200           | 1662574622.259502              | 1662574640.308805              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 42873           | 107             | 1662574625.134864              | 1662574625.134864              | UDP                            
10.0.2.15                 | 192.168.1.1               | 57364           | 53              | 85              | 1662574616.874510              | 1662574616.874510              | UDP                            
10.0.2.15                 | 142.250.184.35            | 60666           | 443             | 1406            | 1662574622.349330              | 1662574623.400399              | TCP                            
10.0.2.15                 | 192.168.1.1               | 56569           | 53              | 90              | 1662574625.451383              | 1662574625.451383              | UDP                            
10.0.2.15                 | 192.168.1.1               | 56747           | 53              | 94              | 1662574646.933551              | 1662574646.933551              | UDP                            
10.0.2.15                 | 142.250.180.162           | 41088           | 443             | 5193            | 1662574625.144960              | 1662574646.157123              | UDP                            
10.0.2.15                 | 192.168.1.1               | 50588           | 53              | 103             | 1662574710.201963              | 1662574710.201963              | UDP                            
10.0.2.15                 | 192.168.1.1               | 51750           | 53              | 98              | 1662574643.456997              | 1662574643.456997              | UDP                            
10.0.2.15                 | 192.168.1.1               | 43963           | 53              | 99              | 1662574681.722558              | 1662574681.722558              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 46768           | 267             | 1662574710.310480              | 1662574710.310480              | UDP                            
34.120.208.123            | 10.0.2.15                 | 443             | 53100           | 3610            | 1662574616.565797              | 1662574754.474639              | TCP                            
20.189.173.14             | 10.0.2.15                 | 443             | 54714           | 6337            | 1662574747.641319              | 1662574748.376261              | TCP                            
192.168.1.1               | 10.0.2.15                 | 53              | 58075           | 113             | 1662574758.239874              | 1662574758.239874              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 58770           | 267             | 1662574743.358889              | 1662574743.358889              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 41816           | 114             | 1662574625.483420              | 1662574625.483420              | UDP                            
10.0.2.15                 | 192.168.1.1               | 55508           | 53              | 83              | 1662574621.113212              | 1662574621.113212              | UDP                            
10.0.2.15                 | 192.168.1.1               | 47507           | 53              | 114             | 1662574631.901804              | 1662574631.901804              | UDP                            
10.0.2.15                 | 192.168.1.1               | 49813           | 53              | 94              | 1662574646.834998              | 1662574646.834998              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 43556           | 113             | 1662574731.363805              | 1662574731.363805              | UDP                            
140.82.114.21             | 10.0.2.15                 | 443             | 60274           | 6150            | 1662574619.862570              | 1662574764.575560              | TCP                            
10.0.2.15                 | 192.168.1.1               | 42148           | 53              | 113             | 1662574724.976062              | 1662574724.976062              | UDP                            
142.250.184.67            | 10.0.2.15                 | 80              | 40594           | 3286            | 1662574622.700897              | 1662574741.001102              | TCP                            
192.168.1.1               | 10.0.2.15                 | 53              | 58747           | 119             | 1662574625.143841              | 1662574625.143841              | UDP                            
10.0.2.15                 | 192.168.1.1               | 40661           | 53              | 113             | 1662574747.439683              | 1662574747.439683              | UDP                            
10.0.2.15                 | 192.168.1.1               | 55961           | 53              | 81              | 1662574618.718485              | 1662574618.718485              | UDP                            
10.0.2.15                 | 20.189.173.14             | 54718           | 443             | 13062           | 1662574758.250992              | 1662574759.266745              | TCP                            
192.168.1.1               | 10.0.2.15                 | 53              | 55961           | 97              | 1662574619.112756              | 1662574619.112756              | UDP                            
10.0.2.15                 | 192.168.1.1               | 50989           | 53              | 83              | 1662574621.113306              | 1662574621.113306              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 52294           | 114             | 1662574632.079666              | 1662574632.079666              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 42459           | 86              | 1662574619.459763              | 1662574619.459763              | UDP                            
10.0.2.15                 | 192.168.1.1               | 59842           | 53              | 84              | 1662574634.581295              | 1662574634.581295              | UDP                            
10.0.2.15                 | 192.168.1.1               | 53163           | 53              | 113             | 1662574758.146559              | 1662574758.146559              | UDP                            
10.0.2.15                 | 192.168.1.1               | 44817           | 53              | 94              | 1662574615.305337              | 1662574615.305337              | UDP                            
185.199.108.154           | 10.0.2.15                 | 443             | 44228           | 22608           | 1662574615.179187              | 1662574764.434779              | TCP                            
192.168.1.1               | 10.0.2.15                 | 53              | 36878           | 114             | 1662574636.354945              | 1662574636.354945              | UDP                            
10.0.2.15                 | 192.168.1.1               | 38058           | 53              | 94              | 1662574615.106289              | 1662574615.106289              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 40363           | 94              | 1662574618.470288              | 1662574618.470288              | UDP                            
10.0.2.15                 | 192.168.1.1               | 50404           | 53              | 100             | 1662574735.148396              | 1662574735.148396              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 40619           | 146             | 1662574625.478841              | 1662574625.478841              | UDP                            
31.13.86.4                | 10.0.2.15                 | 443             | 46270           | 3777            | 1662574636.814460              | 1662574637.058462              | TCP                            
10.0.2.15                 | 192.168.1.1               | 54887           | 53              | 84              | 1662574621.088815              | 1662574621.088815              | UDP                            
142.250.184.35            | 10.0.2.15                 | 443             | 60666           | 5563            | 1662574622.375034              | 1662574623.400376              | TCP                            
10.0.2.15                 | 192.168.1.1               | 57082           | 53              | 85              | 1662574616.874696              | 1662574616.874696              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 40263           | 112             | 1662574634.602584              | 1662574634.602584              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 51680           | 94              | 1662574642.869980              | 1662574642.869980              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 44184           | 109             | 1662574634.591253              | 1662574634.591253              | UDP                            
10.0.2.15                 | 142.250.184.67            | 40594           | 80              | 2427            | 1662574622.664594              | 1662574741.001189              | TCP                            
10.0.2.15                 | 185.199.108.154           | 44228           | 443             | 27076           | 1662574615.112094              | 1662574764.434802              | TCP                            
192.168.1.1               | 10.0.2.15                 | 53              | 58368           | 93              | 1662574684.027063              | 1662574684.027063              | UDP                            
192.168.1.1               | 10.0.2.15                 | 53              | 51044           | 223             | 1662574743.358920              | 1662574743.358920              | UDP                            
140.82.121.4              | 10.0.2.15                 | 443             | 56304           | 173396          | 1662574613.826889              | 1662574766.483107              | TCP                            

